id,TCGA-DD-AACL_StageI,TCGA-WJ-A86L_StageI,TCGA-EP-A2KC_StageI,TCGA-K7-A5RF_StageI,TCGA-G3-AAUZ_StageI,TCGA-DD-AAD1_StageI,TCGA-BD-A3EP_StageI,TCGA-DD-AAE6_StageI,TCGA-DD-AADJ_StageI,TCGA-DD-AAVZ_StageI,TCGA-2Y-A9GX_StageI,TCGA-DD-A1EG_StageI,TCGA-DD-AAE2_StageI,TCGA-XR-A8TC_StageI,TCGA-FV-A2QR_StageI,TCGA-DD-AAD2_StageI,TCGA-FV-A2QQ_StageI,TCGA-K7-A6G5_StageI,TCGA-DD-A4NN_StageI,TCGA-2Y-A9HB_StageI,TCGA-ED-A7PX_StageII,TCGA-DD-AACH_StageII,TCGA-ZS-A9CD_StageII,TCGA-5R-AA1C_StageII,TCGA-FV-A3I0_StageII,TCGA-ED-A5KG_StageII,TCGA-CC-5258_StageII,TCGA-DD-AAVU_StageII,TCGA-4R-AA8I_StageII,TCGA-KR-A7K7_StageII,TCGA-K7-AAU7_StageII,TCGA-5C-A9VG_StageII,TCGA-UB-A7MA_StageII,TCGA-CC-A9FS_StageII,TCGA-DD-A1EH_StageIII,TCGA-DD-A39W_StageIII,TCGA-CC-A7IE_StageIII,TCGA-BC-4073_StageIII,TCGA-CC-A7IH_StageIII,TCGA-CC-A3MA_StageIII,TCGA-BC-A216_StageIII,TCGA-CC-A7II_StageIII,TCGA-ED-A82E_StageIII,TCGA-LG-A9QD_StageIII,TCGA-DD-A4NE_StageIII,TCGA-G3-A25T_StageIII,TCGA-ED-A7XO_StageIII,TCGA-BW-A5NP_StageIV,TCGA-DD-A119_StageIV,TCGA-DD-A1EK_StageIV
PPP1R12A,0.347782,0.491665,0.399621,0.326433,0.18062,0.803987,0.537511,0.245435,0.207336,0.481051,0.693958,0.389312,0.358322,0.576442,0.503,0.368568,0.315289,0.261445,0.440182,0.419501,1.04737,0.562733,0.302854,0.40952,0.742137,1.24156,0.590203,0.14017,0.514144,0.290055,0.954474,0.654249,0.891176,0.460328,0.67318,0.470334,0.525674,0.770886,0.450064,0.716821,0.636973,0.430005,0.843392,0.228013,0.549614,0.605151,0.337279,0.620653,0.275975,0.379001
MYO3B-AS1,0.14017,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.954474,0.389312,0.379001,0.368568,0.358322,0.347782,0.843392,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.716821,0.337279,0.742137,1.04737,0.693958,0.67318,0.891176,0.654249,0.636973,0.620653,0.605151,0.590203,1.24156,0.770886,0.576442,0.803987,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334
MORC2,0.620653,0.430005,0.537511,0.228013,0.207336,0.525674,0.358322,0.389312,0.337279,0.481051,0.460328,0.503,0.275975,0.590203,0.605151,0.261445,0.368568,0.18062,0.954474,0.470334,0.654249,0.843392,0.326433,0.290055,0.770886,0.716821,0.576442,0.491665,0.379001,0.450064,0.549614,0.803987,0.891176,0.440182,0.67318,0.419501,0.514144,0.302854,0.562733,1.24156,0.636973,1.04737,0.693958,0.245435,0.347782,0.315289,0.399621,0.742137,0.14017,0.40952
CLMP,1.04737,0.379001,0.440182,0.803987,0.590203,0.954474,0.716821,0.228013,0.261445,0.605151,0.843392,0.770886,0.358322,0.337279,0.450064,0.742137,0.389312,0.67318,0.14017,0.562733,0.693958,0.460328,0.576442,0.368568,0.347782,1.24156,0.399621,0.419501,0.514144,0.481051,0.891176,0.525674,0.537511,0.275975,0.207336,0.245435,0.430005,0.620653,0.290055,0.315289,0.503,0.636973,0.654249,0.470334,0.326433,0.491665,0.549614,0.302854,0.40952,0.18062
IGHV1-14,0.419501,0.399621,0.803987,0.891176,0.742137,0.843392,1.04737,0.654249,0.389312,0.67318,0.954474,0.716821,0.379001,0.368568,0.358322,0.347782,0.337279,0.326433,0.315289,0.636973,0.770886,0.40952,0.290055,0.275975,0.261445,1.24156,0.245435,0.228013,0.207336,0.18062,0.14017,0.302854,0.514144,0.525674,0.537511,0.549614,0.562733,0.620653,0.590203,0.605151,0.503,0.491665,0.481051,0.470334,0.576442,0.450064,0.693958,0.440182,0.430005,0.460328
UGT1A2P,0.326433,0.491665,0.891176,0.770886,0.389312,0.525674,0.440182,0.481051,0.430005,0.590203,0.620653,0.562733,0.803987,0.399621,0.419501,0.537511,0.605151,0.693958,0.228013,1.04737,0.337279,0.654249,0.67318,1.24156,0.207336,0.358322,0.503,0.636973,0.843392,0.379001,0.470334,0.302854,0.275975,0.716821,0.40952,5.06539,0.347782,0.450064,0.954474,0.576442,0.460328,0.261445,0.245435,0.742137,0.549614,0.315289,0.368568,0.18062,0.290055,0.514144
TREM1,1.24156,0.358322,0.481051,0.605151,0.389312,0.503,0.891176,0.207336,0.347782,0.537511,0.67318,0.525674,0.275975,0.337279,0.654249,0.590203,0.261445,0.460328,0.419501,0.14017,0.742137,0.491665,0.636973,0.315289,0.770886,0.440182,0.549614,0.228013,0.470334,1.04737,0.803987,0.379001,0.450064,0.245435,0.40952,0.302854,0.576442,0.954474,0.18062,0.399621,0.430005,0.620653,0.514144,0.290055,0.326433,0.693958,0.716821,0.368568,0.562733,0.843392
PPIAP65,0.67318,0.14017,0.954474,0.562733,0.368568,0.389312,0.549614,0.514144,0.315289,0.358322,0.347782,0.891176,0.245435,0.460328,0.742137,0.576442,0.770886,0.481051,0.419501,0.275975,0.605151,0.590203,0.636973,0.18062,0.843392,0.654249,0.228013,0.450064,0.537511,0.440182,0.399621,0.290055,0.379001,0.693958,0.207336,0.430005,0.620653,0.491665,0.40952,1.04737,0.261445,0.337279,0.525674,0.326433,0.503,1.24156,0.302854,0.716821,0.470334,0.803987
BMAL1,0.40952,0.389312,0.18062,0.562733,0.275975,0.503,0.326433,0.843392,0.302854,0.742137,0.419501,0.290055,0.67318,0.491665,0.693958,0.440182,0.228013,0.358322,0.770886,0.537511,0.514144,1.24156,0.315289,0.605151,0.245435,0.891176,0.399621,0.379001,0.620653,0.14017,0.576442,0.430005,0.261445,0.636973,0.716821,0.525674,0.347782,0.549614,0.954474,0.337279,1.04737,0.368568,0.590203,0.654249,0.470334,0.460328,0.450064,0.803987,0.207336,0.481051
BRINP3,0.843392,0.770886,0.460328,0.590203,0.14017,0.302854,0.430005,0.503,0.290055,0.440182,0.537511,0.803987,0.891176,0.450064,1.24156,0.245435,0.636973,0.549614,0.470334,0.620653,0.525674,1.04737,0.18062,0.207336,0.228013,0.742137,0.261445,0.275975,0.954474,0.562733,0.716821,0.491665,0.514144,0.315289,0.326433,0.337279,0.347782,0.605151,0.576442,0.419501,0.67318,0.481051,0.40952,0.399621,0.389312,0.379001,0.654249,0.368568,0.358322,0.693958
DGKE,0.440182,0.562733,0.481051,0.470334,0.891176,0.590203,0.620653,0.450064,0.302854,0.337279,0.742137,0.326433,0.430005,0.368568,0.954474,0.654249,0.261445,0.716821,0.491665,0.399621,0.693958,0.770886,0.460328,0.379001,0.290055,1.24156,0.358322,0.14017,0.419501,0.245435,0.843392,0.40952,1.04737,0.347782,0.389312,0.207336,0.275975,0.803987,0.503,0.549614,0.525674,0.537511,0.67318,0.315289,0.576442,0.636973,0.605151,0.514144,0.228013,0.18062
EPHA7,0.770886,0.450064,0.419501,0.803987,0.40952,0.693958,0.537511,0.389312,0.549614,0.503,0.716821,0.379001,0.368568,0.605151,0.358322,0.590203,0.326433,0.302854,0.290055,0.228013,0.954474,0.470334,0.14017,0.18062,0.207336,0.525674,0.245435,0.261445,0.514144,0.275975,0.654249,0.636973,0.315289,0.620653,0.337279,0.460328,0.347782,0.67318,0.843392,0.562733,0.491665,1.24156,0.481051,0.742137,0.399621,0.891176,1.04737,0.430005,0.440182,0.576442
SRRM2,0.379001,0.654249,0.770886,0.40952,0.347782,5.13964,0.636973,0.514144,0.326433,0.491665,0.843392,0.419501,0.537511,0.620653,0.460328,0.562733,0.440182,0.358322,0.470334,0.693958,5.2118,1.24156,0.525674,0.389312,0.803987,5.18183,0.590203,0.337279,1.04737,0.399621,5.53426,5.62902,0.742137,0.481051,0.67318,0.716821,0.450064,0.954474,5.27409,5.04854,0.891176,0.605151,5.21475,0.503,5.08486,0.576442,0.549614,0.368568,0.315289,0.430005
SENP1,0.562733,0.481051,0.379001,0.275975,0.245435,0.654249,0.470334,0.430005,0.261445,0.368568,0.491665,0.389312,0.419501,0.450064,0.440182,0.302854,0.326433,0.207336,0.620653,0.347782,0.742137,0.67318,0.290055,0.514144,0.954474,1.24156,1.04737,0.14017,0.537511,0.337279,0.891176,0.576442,0.803987,0.40952,0.843392,0.525674,0.460328,0.693958,0.549614,0.605151,0.503,0.716821,0.770886,0.228013,0.590203,0.399621,0.358322,0.636973,0.18062,0.315289
HTR5BP,0.275975,1.04737,0.803987,0.460328,0.430005,0.326433,0.481051,0.315289,0.491665,0.605151,0.742137,0.14017,0.302854,0.693958,0.18062,0.67318,0.450064,0.207336,0.525674,0.537511,0.228013,0.245435,0.636973,0.261445,0.590203,0.654249,0.290055,0.470334,0.620653,0.576442,1.24156,0.419501,0.770886,0.891176,0.843392,0.337279,0.347782,0.40952,0.514144,0.716821,0.954474,0.549614,0.503,0.440182,0.562733,0.399621,0.389312,0.379001,0.368568,0.358322
TNPO1P2,0.337279,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,1.24156,0.14017,0.620653,0.954474,0.891176,0.843392,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,1.04737,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334
CLEC12A-AS1,0.742137,0.337279,0.67318,0.803987,0.368568,0.770886,0.576442,0.389312,0.379001,0.537511,0.891176,0.636973,0.654249,0.290055,0.514144,0.245435,0.228013,0.481051,0.470334,0.14017,0.18062,0.620653,0.207336,1.04737,0.525674,1.24156,0.430005,0.261445,0.843392,0.275975,0.605151,0.302854,0.315289,0.503,0.419501,0.326433,0.549614,0.954474,0.460328,0.491665,0.693958,0.716821,0.450064,0.399621,0.40952,0.440182,0.590203,0.358322,0.347782,0.562733
RAD18,0.636973,0.440182,0.315289,0.14017,0.419501,0.450064,0.326433,0.843392,0.207336,0.576442,0.481051,0.470334,0.290055,0.430005,0.358322,0.379001,0.368568,0.275975,0.620653,0.245435,0.302854,1.24156,0.347782,0.770886,0.605151,0.562733,0.803987,0.40952,0.399621,0.337279,0.742137,0.503,0.67318,0.654249,0.389312,0.590203,0.716821,0.693958,0.525674,0.954474,1.04737,0.549614,0.514144,0.261445,0.537511,0.491665,0.460328,0.891176,0.228013,0.18062
LGALS8,0.770886,0.337279,0.742137,0.302854,0.18062,0.590203,0.491665,0.40952,0.620653,0.891176,0.549614,0.450064,0.379001,0.693958,0.636973,0.430005,0.525674,0.481051,0.67318,0.562733,0.514144,1.04737,0.315289,0.843392,0.503,0.605151,0.326433,0.207336,0.419501,0.576442,0.358322,0.460328,0.389312,0.290055,0.470334,1.24156,0.440182,0.654249,0.954474,0.537511,0.803987,0.14017,0.399621,0.261445,0.347782,0.368568,0.275975,0.716821,0.245435,0.228013
IFITM1,0.742137,0.389312,0.654249,7.57013,6.79169,5.34294,5.28712,0.399621,0.450064,0.562733,0.716821,5.26999,0.67318,0.549614,0.525674,5.9965,1.24156,7.7955,0.419501,7.97475,5.02864,0.40952,6.00734,0.430005,0.954474,8.07313,0.440182,0.368568,0.576442,0.590203,0.770886,0.503,0.620653,5.54731,0.537511,0.470334,0.605151,5.36676,0.379001,0.491665,0.636973,0.514144,0.693958,6.81895,0.803987,1.04737,0.843392,0.460328,0.891176,0.481051
ANKRD17-DT,0.481051,0.693958,0.843392,0.228013,0.40952,0.562733,0.368568,0.379001,0.460328,0.399621,0.470334,0.525674,0.891176,0.67318,0.326433,0.514144,0.419501,0.450064,0.389312,0.576442,0.18062,1.24156,0.302854,1.04737,0.358322,0.503,0.770886,0.14017,0.954474,0.803987,0.716821,0.537511,0.605151,0.275975,0.491665,0.440182,0.290055,0.430005,0.742137,0.245435,0.636973,0.549614,0.590203,0.654249,0.261445,0.347782,0.620653,0.315289,0.337279,0.207336
GLT8D2,0.315289,0.245435,0.419501,0.693958,0.450064,1.04737,0.770886,0.14017,0.275975,0.40952,0.954474,0.654249,0.460328,0.576442,0.525674,0.742137,0.430005,0.491665,0.503,0.470334,0.891176,0.481051,0.67318,0.290055,0.620653,1.24156,0.261445,0.207336,0.389312,0.18062,0.803987,0.636973,0.716821,0.337279,0.605151,0.228013,0.368568,0.514144,0.326433,0.549614,0.302854,0.440182,0.843392,0.379001,0.347782,0.590203,0.562733,0.399621,0.537511,0.358322
IRF2BPL,0.549614,0.590203,0.326433,0.419501,0.228013,1.24156,0.576442,0.18062,0.207336,0.430005,0.470334,0.261445,0.770886,0.358322,0.450064,0.40952,0.315289,0.290055,0.503,0.379001,0.803987,0.399621,0.460328,0.14017,0.654249,0.716821,0.525674,0.275975,0.843392,0.245435,0.742137,0.337279,0.491665,0.620653,0.67318,0.605151,0.636973,0.562733,0.514144,0.891176,0.440182,1.04737,0.954474,0.347782,0.368568,0.537511,0.693958,0.389312,0.302854,0.481051
TMEM182,0.440182,1.04737,0.620653,0.261445,0.18062,0.389312,0.399621,0.245435,0.337279,0.605151,0.562733,0.525674,0.14017,0.636973,0.450064,0.368568,0.460328,0.347782,0.40952,0.207336,0.67318,0.481051,0.430005,0.770886,0.891176,0.954474,0.742137,0.290055,0.590203,0.503,0.576442,0.491665,0.514144,0.275975,0.693958,0.302854,0.379001,0.537511,0.470334,0.803987,0.228013,0.549614,0.843392,1.24156,0.326433,0.716821,0.358322,0.654249,0.315289,0.419501
RNU6ATAC4P,0.460328,0.440182,0.430005,0.419501,0.40952,0.399621,0.954474,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.450064,0.315289,1.04737,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,1.24156,0.326433,0.803987,0.770886,0.742137,0.716821,0.693958,0.891176,0.67318,0.654249,0.636973,0.620653,0.605151,0.843392,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.590203
ZCCHC12,0.605151,0.347782,0.562733,0.207336,0.358322,0.654249,0.537511,0.261445,0.430005,0.379001,0.450064,0.389312,0.460328,0.481051,0.275975,0.514144,0.18062,0.419501,0.803987,0.326433,0.693958,0.440182,0.549614,0.491665,0.636973,0.67318,0.470334,0.245435,0.843392,0.576442,0.40952,0.891176,0.620653,0.503,0.368568,0.742137,0.290055,0.302854,0.770886,1.24156,1.04737,0.590203,0.954474,0.228013,0.337279,0.716821,0.399621,0.315289,0.14017,0.525674
PC,0.891176,0.770886,5.39107,5.5514,5.43327,5.39719,5.81715,6.03082,0.605151,0.803987,1.24156,5.57509,1.04737,0.636973,0.693958,5.98156,5.03096,5.46146,0.654249,5.69587,0.537511,5.87544,5.88594,6.73175,0.491665,0.590203,0.843392,6.53764,5.37915,5.69318,0.954474,5.16096,0.514144,0.742137,0.525674,5.34793,0.67318,0.562733,5.6823,0.549614,5.43005,0.503,0.481051,6.50469,0.716821,0.576442,5.07254,0.620653,5.56811,5.40525
PRELID3BP4,1.04737,0.891176,0.693958,0.389312,0.440182,0.481051,0.620653,0.491665,0.654249,0.503,0.525674,0.368568,0.562733,0.315289,0.576442,0.358322,0.14017,0.18062,0.207336,0.228013,0.245435,0.954474,0.261445,0.275975,0.290055,0.302854,0.67318,0.326433,0.590203,0.337279,0.636973,0.347782,0.460328,0.770886,0.379001,0.537511,0.803987,0.514144,0.843392,1.24156,0.716821,0.470334,0.549614,0.450064,0.742137,0.430005,0.419501,0.40952,0.399621,0.605151
SLC35C2P1,0.470334,1.24156,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.337279,1.04737,0.891176,0.843392,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.954474
WAC-AS1,0.803987,0.716821,0.368568,0.290055,0.207336,0.514144,0.399621,0.460328,0.358322,0.40952,0.379001,0.430005,0.389312,0.549614,0.576442,0.275975,0.261445,0.302854,0.525674,0.347782,0.654249,0.491665,0.337279,0.440182,0.770886,0.843392,0.450064,0.18062,0.590203,0.503,0.605151,0.470334,0.954474,0.481051,0.693958,0.636973,0.419501,0.326433,0.67318,1.24156,0.562733,0.537511,1.04737,0.228013,0.620653,0.891176,0.315289,0.742137,0.14017,0.245435
LSM2P2,0.337279,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,1.24156,0.14017,0.620653,0.954474,0.891176,0.843392,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,1.04737,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334
MRFAP1L1,0.843392,0.525674,0.514144,0.440182,0.315289,0.716821,0.67318,5.11522,0.389312,0.770886,0.491665,0.803987,0.693958,0.419501,0.605151,0.460328,0.450064,0.590203,0.742137,0.562733,1.24156,5.00393,0.549614,0.891176,0.358322,5.31314,0.481051,0.326433,5.0437,0.430005,0.954474,0.379001,5.01986,0.503,5.05456,0.620653,0.337279,0.576442,5.55998,5.18515,1.04737,0.399621,5.53927,0.40952,0.537511,0.636973,0.470334,0.654249,0.347782,0.368568
FOXG1,1.04737,0.742137,0.450064,0.503,0.605151,0.18062,0.207336,0.337279,0.315289,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.843392,0.326433,0.419501,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.954474,0.803987,0.14017,0.716821,0.525674,0.636973,0.620653,0.891176,0.590203,0.576442,0.562733,0.693958,0.549614,0.537511,0.654249,0.514144,1.24156,0.491665,0.481051,0.470334,0.460328,0.770886,0.440182,0.67318,0.430005
DCAF13,1.04737,0.14017,0.537511,0.18062,0.326433,0.620653,0.491665,0.389312,0.207336,0.562733,0.399621,0.770886,0.302854,0.430005,0.315289,0.590203,0.67318,0.549614,0.450064,0.275975,0.576442,0.514144,0.605151,0.636973,0.470334,0.460328,0.716821,0.525674,0.379001,0.654249,0.891176,0.693958,0.337279,0.954474,0.40952,0.245435,0.843392,0.440182,0.419501,0.742137,0.358322,1.24156,0.368568,0.481051,0.290055,0.347782,0.228013,0.503,0.803987,0.261445
FGF11,0.460328,0.742137,0.326433,0.440182,0.228013,0.891176,0.549614,0.368568,0.40952,0.14017,0.693958,0.315289,0.419501,0.18062,0.450064,0.770886,0.358322,0.347782,0.514144,0.207336,0.620653,0.654249,0.590203,0.481051,0.803987,1.24156,0.605151,0.245435,0.389312,0.290055,0.67318,0.470334,1.04737,0.716821,0.525674,0.337279,0.379001,0.636973,0.261445,0.843392,0.430005,0.954474,0.537511,0.275975,0.576442,0.503,0.399621,0.562733,0.302854,0.491665
RPL6P8,0.770886,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.450064,0.954474,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.326433,1.04737,0.891176,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.843392,0.562733,0.537511,1.24156,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.576442,0.525674,0.549614,0.803987
IL20,0.503,1.04737,0.460328,0.290055,0.843392,0.954474,0.67318,0.389312,0.379001,0.368568,0.590203,0.537511,0.742137,0.358322,0.576442,0.347782,0.337279,0.326433,0.549614,0.315289,0.399621,0.891176,0.605151,0.275975,0.261445,0.245435,0.228013,0.207336,0.770886,0.18062,0.620653,0.14017,0.302854,0.481051,0.525674,0.514144,0.491665,0.636973,0.470334,1.24156,0.693958,0.450064,0.440182,0.654249,0.562733,0.430005,0.716821,0.419501,0.40952,0.803987
SDAD1P1,0.358322,0.67318,0.770886,0.620653,0.18062,0.389312,0.379001,0.14017,0.654249,0.261445,0.525674,0.302854,0.450064,0.419501,0.576442,0.470334,0.290055,0.275975,0.549614,0.430005,0.514144,0.590203,0.326433,0.636973,0.481051,0.803987,0.368568,0.245435,0.891176,0.537511,0.843392,0.337279,0.562733,0.228013,1.04737,0.693958,0.315289,1.24156,0.491665,0.716821,0.440182,0.605151,0.742137,0.347782,0.460328,0.954474,0.399621,0.503,0.207336,0.40952
IGFN1,0.803987,0.347782,0.430005,0.470334,0.358322,1.04737,0.693958,0.481051,0.450064,0.562733,0.843392,0.290055,0.302854,0.440182,0.207336,0.654249,0.503,0.326433,0.770886,0.576442,0.716821,0.40952,0.525674,0.14017,0.605151,0.67318,0.275975,0.18062,0.590203,0.228013,0.245435,0.891176,0.537511,0.337279,0.620653,0.261445,0.368568,0.379001,0.315289,0.549614,0.742137,1.24156,0.954474,0.419501,0.460328,0.389312,0.491665,0.399621,0.636973,0.514144
FKBP10,6.13063,0.275975,0.368568,0.514144,0.440182,0.803987,0.620653,0.245435,0.302854,0.389312,0.770886,0.590203,0.430005,0.460328,0.470334,0.67318,0.450064,0.503,0.562733,0.40952,1.24156,0.491665,0.605151,0.261445,0.891176,0.716821,5.47892,0.228013,0.379001,0.315289,0.843392,0.636973,0.481051,0.326433,0.537511,0.290055,0.693958,1.04737,0.399621,0.954474,0.347782,5.33893,0.654249,0.337279,0.419501,0.742137,0.549614,0.525674,0.576442,0.358322
NEMP1,0.562733,0.803987,0.440182,0.302854,0.275975,0.576442,0.470334,0.693958,0.18062,0.389312,0.514144,0.358322,0.40952,0.67318,0.419501,0.326433,0.245435,0.228013,0.549614,0.379001,0.654249,0.891176,0.315289,0.337279,0.491665,0.843392,0.954474,0.207336,0.636973,0.368568,0.716821,0.450064,1.24156,0.347782,0.590203,0.290055,0.537511,0.770886,0.430005,0.605151,1.04737,0.742137,0.460328,0.261445,0.620653,0.481051,0.503,0.525674,0.14017,0.399621
MIR1302-8,0.620653,0.803987,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.770886,0.347782,0.693958,0.954474,0.337279,0.440182,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,1.04737,0.207336,0.18062,0.14017,0.326433,1.24156,0.636973,0.891176,0.605151,0.843392,0.742137,0.562733,0.716821,0.549614,0.67318,0.525674,0.514144,0.503,0.481051,0.470334,0.460328,0.450064,0.537511,0.491665,0.576442,0.590203,0.654249
GOLGA8Q,0.245435,0.954474,0.803987,0.481051,0.562733,0.576442,0.620653,0.18062,0.379001,0.693958,0.67318,0.399621,0.389312,1.24156,0.368568,0.358322,0.347782,0.337279,0.326433,0.654249,0.315289,0.40952,0.290055,0.275975,0.261445,0.716821,0.228013,0.207336,1.04737,0.14017,0.302854,0.891176,0.590203,0.843392,0.742137,0.549614,0.537511,0.525674,0.514144,0.503,0.636973,0.491665,0.770886,0.470334,0.460328,0.450064,0.440182,0.430005,0.419501,0.605151
RN7SL840P,0.337279,0.460328,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.470334,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.843392,0.891176,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.954474,0.576442,0.562733,1.24156,0.549614,0.537511,0.525674,0.514144,1.04737,0.503,0.491665,0.481051
